Time,Current,Voltage,Temperature,SOC
0.0,-0.01143,4.17287,-10.1460292,1.0
0.10100528597831726,-0.05226,4.16965,-10.1460292,0.9999992855592295
0.2010047435760498,-0.06288,4.16708,-10.1460292,0.9999984259335951
0.2980068325996399,-0.06533,4.16579,-10.1460292,0.9999975328142776
0.3990020602941513,-0.06615,4.16386,-10.1460292,0.9999966284848293
0.49900151789188385,-0.06615,4.16322,-10.1460292,0.999995724155381
0.6030041724443436,-0.06615,4.16193,-10.1460292,0.9999948198259326
0.7010020315647125,-0.06615,4.16065,-10.1460292,0.9999939154964843
0.8000057190656662,-0.06696,4.15936,-10.1460292,0.9999930000936141
0.9010009467601776,-0.06615,4.15872,-10.1460292,0.9999920957641658
0.9989988058805466,-0.06615,4.15743,-10.1460292,0.9999911914347175
1.099008321762085,-0.06696,4.15679,-10.1460292,0.9999902760318474
1.2009993195533752,-0.06615,4.1555,-10.1339332,0.9999893717023991
1.3020046055316925,-0.06696,4.15486,-10.1339332,0.9999884562995289
1.402004063129425,-0.06696,4.15357,-10.1339332,0.9999875408966588
1.5029992908239365,-0.06778,4.15292,-10.1460292,0.999986614283658
1.6000013798475266,-0.06696,4.15228,-10.1460292,0.9999856988807878
1.7030082643032074,-0.06778,4.15164,-10.1460292,0.9999847722677869
1.7990045249462128,-0.06696,4.15099,-10.1460292,0.9999838568649168
1.8990039825439453,-0.06778,4.15035,-10.1460292,0.999982930251916
2.0020008087158203,-0.06778,4.14971,-10.1460292,0.9999820036389151
2.0999986678361893,-0.06696,4.14906,-10.1460292,0.9999810882360449
2.2019997239112854,-0.06778,4.14842,-10.1460292,0.999980161623044
2.301003411412239,-0.06778,4.14778,-10.1460292,0.9999792350100432
2.4020086973905563,-0.06778,4.14713,-10.1460292,0.9999783083970424
2.4990007281303406,-0.06696,4.14649,-10.1460292,0.9999773929941722
2.6030033826828003,-0.06696,4.14585,-10.1460292,0.999976477591302
2.702007070183754,-0.06778,4.1452,-10.1339332,0.9999755509783012
2.8020065277814865,-0.06778,4.1452,-10.1339332,0.9999746243653004
2.8990086168050766,-0.06696,4.14456,-10.1339332,0.9999737089624302
2.999008074402809,-0.06778,4.14392,-10.1460292,0.9999727823494293
3.1000033020973206,-0.06696,4.14392,-10.1460292,0.9999718669465592
3.1990069895982742,-0.06696,4.14327,-10.1460292,0.9999709515436891
3.3010080456733704,-0.06778,4.14263,-10.1460292,0.9999700249306882
3.3990059047937393,-0.06696,4.14263,-10.1460292,0.999969109527818
3.5000011324882507,-0.06778,4.14199,-10.1460292,0.9999681829148173
3.601006418466568,-0.06696,4.14199,-10.1460292,0.9999672675119471
3.703007474541664,-0.06778,4.14134,-10.1460292,0.9999663408989462
3.7980079650878906,-0.06696,4.14134,-10.1460292,0.999965425496076
3.898007422685623,-0.06696,4.1407,-10.1460292,0.999964510093206
4.002000018954277,-0.06778,4.1407,-10.158135999999999,0.9999635834802051
4.103005304932594,-0.06696,4.14006,-10.158135999999999,0.9999626680773349
4.201003164052963,-0.06778,4.14006,-10.158135999999999,0.999961741464334
4.299001023173332,-0.06696,4.14006,-10.1460292,0.999960826061464
4.401002079248428,-0.06778,4.13941,-10.1460292,0.9999598994484631
4.498004168272018,-0.06696,4.13941,-10.1460292,0.9999589840455929
4.602006822824478,-0.06778,4.13877,-10.1460292,0.999958057432592
4.702006280422211,-0.06696,4.13877,-10.1460292,0.999957142029722
4.803001508116722,-0.06696,4.13813,-10.1460292,0.9999562266268518
4.900999367237091,-0.06778,4.13813,-10.158135999999999,0.9999553000138509
4.998001456260681,-0.06778,4.13813,-10.158135999999999,0.99995437340085
5.099006742238998,-0.06696,4.13813,-10.1460292,0.99995345799798
5.199006199836731,-0.06778,4.13748,-10.1460292,0.9999525313849791
5.301007255911827,-0.06696,4.13748,-10.1460292,0.9999516159821089
5.399005115032196,-0.06778,4.13748,-10.1460292,0.999950689369108
5.499004572629929,-0.06696,4.13684,-10.1460292,0.999949773966238
5.598008260130882,-0.06778,4.13684,-10.1460292,0.9999488473532371
5.702000856399536,-0.06696,4.13684,-10.1460292,0.9999479319503669
5.799002945423126,-0.06778,4.13684,-10.1460292,0.999947005337366
5.89800663292408,-0.06696,4.1362,-10.1460292,0.999946089934496
6.0030050575733185,-0.06696,4.1362,-10.1339332,0.9999451745316258
6.101998686790466,-0.06778,4.1362,-10.1339332,0.9999442479186249
6.203003972768784,-0.06696,4.1362,-10.1339332,0.9999433325157548
6.300006061792374,-0.06696,4.13555,-10.1339332,0.9999424171128847
6.400005519390106,-0.06778,4.13555,-10.1460292,0.9999414904998838
6.498003378510475,-0.06696,4.13555,-10.1460292,0.9999405750970136
6.599008664488792,-0.06778,4.13555,-10.1460292,0.9999396484840128
6.700999662280083,-0.06778,4.13555,-10.158135999999999,0.999938721871012
6.8020049482584,-0.06696,4.13491,-10.158135999999999,0.9999378064681418
6.900002807378769,-0.06778,4.13491,-10.1460292,0.9999368798551409
6.999006494879723,-0.06696,4.13491,-10.1460292,0.9999359644522708
7.099005952477455,-0.06696,4.13491,-10.1460292,0.9999350490494007
7.2000011801719666,-0.06778,4.13491,-10.1460292,0.9999341224363998
7.303008064627647,-0.06696,4.13491,-10.1460292,0.9999332070335297
7.397998496890068,-0.06778,4.13427,-10.1460292,0.9999322804205288
7.499003782868385,-0.06696,4.13427,-10.1460292,0.9999313650176587
7.60200060904026,-0.06696,4.13427,-10.1460292,0.9999304496147885
7.6980069279670715,-0.06696,4.13427,-10.1460292,0.9999295342119184
7.800007984042168,-0.06778,4.13427,-10.1460292,0.9999286075989176
7.903004810214043,-0.06778,4.13427,-10.1460292,0.9999276809859167
8.000006899237633,-0.06696,4.13427,-10.1460292,0.9999267655830465
8.102007955312729,-0.06778,4.13362,-10.1460292,0.9999258389700457
8.201001584529877,-0.06696,4.13362,-10.1460292,0.9999249235671755
8.30100104212761,-0.06696,4.13362,-10.1460292,0.9999240081643054
8.401000499725342,-0.06778,4.13362,-10.1460292,0.9999230815513045
8.503001555800438,-0.06696,4.13362,-10.1460292,0.9999221661484344
8.59900787472725,-0.06778,4.13362,-10.1460292,0.9999212395354335
8.702004700899124,-0.06696,4.13362,-10.1460292,0.9999203241325634
8.801008388400078,-0.06778,4.13362,-10.1460292,0.9999193975195625
8.898000419139862,-0.06778,4.13298,-10.1460292,0.9999184709065617
9.000001475214958,-0.06696,4.13298,-10.1460292,0.9999175555036915
9.099005162715912,-0.06778,4.13298,-10.1460292,0.9999166288906907
9.199004620313644,-0.06696,4.13298,-10.1460292,0.9999157134878205
9.299999848008156,-0.06778,4.13298,-10.1460292,0.9999147868748197
9.39800776541233,-0.06696,4.13298,-10.1339332,0.9999138714719495
9.502000361680984,-0.06778,4.13298,-10.1339332,0.9999129448589487
9.60000827908516,-0.06696,4.13298,-10.158135999999999,0.9999120294560785
9.70199927687645,-0.06696,4.13298,-10.158135999999999,0.9999111140532084
9.79900136590004,-0.06778,4.13298,-10.1339332,0.9999101874402075
9.900006651878357,-0.06696,4.13234,-10.1339332,0.9999092720373374
9.999000281095505,-0.06696,4.13234,-10.1460292,0.9999083566344673
10.100005567073822,-0.06778,4.13234,-10.1460292,0.9999074300214664
10.19899919629097,-0.06778,4.13234,-10.1460292,0.9999065034084655
10.301000252366066,-0.06696,4.13234,-10.1460292,0.9999055880055954
10.403001308441162,-0.06778,4.13234,-10.1460292,0.9999046613925946
10.500003397464752,-0.06778,4.13234,-10.158135999999999,0.9999037347795937
10.600002855062485,-0.06696,4.13234,-10.158135999999999,0.9999028193767235
10.701008141040802,-0.06778,4.13234,-10.158135999999999,0.9999018927637227
10.801007598638535,-0.06778,4.13234,-10.158135999999999,0.9999009661507218
10.902002826333046,-0.06696,4.13234,-10.158135999999999,0.9999000507478517
10.999004915356636,-0.06778,4.13234,-10.158135999999999,0.9998991241348508
11.101005971431732,-0.06696,4.13234,-10.158135999999999,0.9998982087319807
11.201005429029465,-0.06696,4.13169,-10.158135999999999,0.9998972933291106
11.302000656723976,-0.06778,4.13169,-10.158135999999999,0.9998963667161097
11.399002745747566,-0.06696,4.13169,-10.158135999999999,0.9998954513132395
11.499002203345299,-0.06778,4.13169,-10.158135999999999,0.9998945247002387
11.601003259420395,-0.06696,4.13169,-10.158135999999999,0.9998936092973686
11.699001118540764,-0.06778,4.13169,-10.1460292,0.9998926826843677
11.803003773093224,-0.06696,4.13169,-10.1460292,0.9998917672814975
11.900005862116814,-0.06778,4.13169,-10.1460292,0.9998908406684966
12.003002688288689,-0.06696,4.13169,-10.1460292,0.9998899252656266
12.098998948931694,-0.06778,4.13169,-10.1460292,0.9998889986526257
12.198998406529427,-0.06696,4.13169,-10.1460292,0.9998880832497555
