Time,Voltage,Current,Temperature,SOC
0.0,4.06478,-2.68831,-9.9160432,1.0
0.09699203073978424,3.9271,-2.78141,-9.928149999999999,0.999960591909519
0.1999989151954651,3.85376,-2.85082,-9.928149999999999,0.9999261098303481
0.2989925444126129,3.78363,-2.92268,-9.928149999999999,0.9998867017398672
0.395994633436203,3.73602,-2.97413,-9.928149999999999,0.9998472936493862
0.49699991941452026,3.70386,-3.01088,-9.928149999999999,0.9998078855589052
0.5979951471090317,3.67555,-3.04354,-9.928149999999999,0.9997635514571142
0.6979946047067642,3.65753,-3.06314,-9.928149999999999,0.9997241433666332
0.7969982922077179,3.64209,-3.08192,-9.928149999999999,0.9996798092648421
0.8979935199022293,3.6318,-3.09499,-9.9160432,0.9996404011743611
0.9979929774999619,3.62022,-3.13419,-9.9160432,0.99959606707257
1.099994033575058,3.61185,-3.16195,-9.9160432,0.9995517329707789
1.196996122598648,3.60542,-3.17502,-9.9160432,0.9995073988689878
1.2989971786737442,3.60027,-3.18237,-9.9160432,0.9994679907785068
1.3999924063682556,3.59641,-3.18727,-9.9160432,0.9994236566767157
1.4980003237724304,3.5932,-3.19135,-9.9160432,0.9993793225749247
1.5969939529895782,3.58998,-3.19462,-9.928149999999999,0.9993349884731335
1.6999907791614532,3.58741,-3.19707,-9.928149999999999,0.9992906543713425
1.7969928681850433,3.58483,-3.19952,-9.9160432,0.9992463202695513
1.8979981541633606,3.58355,-3.20115,-9.9160432,0.9992069121790703
1.9979976117610931,3.58805,-3.10397,-9.928149999999999,0.9991625780772793
2.095995470881462,3.5932,-3.03048,-9.928149999999999,0.9991182439754882
2.1979965269565582,3.59577,-3.00271,-9.9039364,0.9990788358850072
2.2989917546510696,3.59641,-2.99454,-9.9039364,0.9990345017832161
2.4009928107261658,3.59641,-2.99291,-9.9039364,0.9989950936927351
2.496999129652977,3.59577,-2.99209,-9.9039364,0.998950759590944
2.599995955824852,3.59513,-2.99128,-9.9039364,0.9989113515004631
2.6999954134225845,3.59448,-2.99209,-9.9160432,0.9988719434099821
2.7969975024461746,3.59384,-2.99291,-9.9160432,0.9988276093081909
2.897992730140686,3.5932,-2.99373,-9.9160432,0.99878820121771
3.000999614596367,3.62215,-2.02767,-9.9160432,0.998748793127229
3.0999932438135147,3.66139,-2.0048,-9.928149999999999,0.9987192370593683
3.1989969313144684,3.68134,-1.9852,-9.928149999999999,0.9986946070028176
3.2959990203380585,3.69035,-1.97459,-9.9160432,0.9986650509349569
3.3999916166067123,3.69614,-1.96805,-9.9160432,0.9986404208784063
3.498995304107666,3.7,-1.96397,-9.9160432,0.9986108648105456
3.5989947617053986,3.70257,-1.96234,-9.9160432,0.998586234753995
3.6969926208257675,3.7045,-1.9607,-9.9160432,0.9985566786861343
3.7989936769008636,3.70514,-1.95989,-9.9160432,0.9985320486295837
3.8979973644018173,3.70643,-1.95907,-9.9160432,0.998502492561723
3.99799682199955,3.70643,-1.96152,-9.9160432,0.9984778625051723
4.099997878074646,3.70643,-1.96315,-9.9160432,0.9984532324486217
4.197995737195015,3.70707,-1.96315,-9.928149999999999,0.998423676380761
4.295993596315384,3.70707,-1.96315,-9.928149999999999,0.9983990463242104
4.3959930539131165,3.70707,-1.96315,-9.9160432,0.9983694902563496
4.497994109988213,3.70707,-1.96315,-9.9160432,0.9983448601997991
4.596997797489166,3.70707,-1.96397,-9.928149999999999,0.9983153041319383
4.698998853564262,3.70707,-1.96397,-9.928149999999999,0.9982906740753876
4.79799248278141,3.70643,-1.96315,-9.928149999999999,0.9982611180075269
4.8989977687597275,3.70643,-1.96397,-9.928149999999999,0.9982364879509763
4.995999857783318,3.69742,-2.09136,-9.928149999999999,0.9982118578944257
5.096995085477829,3.68713,-2.18772,-9.928149999999999,0.998182301826565
5.195998772978783,3.68198,-2.21712,-9.928149999999999,0.9981527457587043
5.296994000673294,3.67812,-2.22856,-9.928149999999999,0.9981231896908436
5.396993458271027,3.67619,-2.23264,-9.928149999999999,0.9980887076116727
5.49599714577198,3.6749,-2.23509,-9.9160432,0.998059151543812
5.595996603369713,3.67362,-2.23672,-9.9160432,0.9980295954759512
5.6999992579221725,3.67297,-2.23754,-9.9160432,0.9980000394080905
5.7979971170425415,3.67233,-2.23754,-9.9160432,0.9979655573289197
5.897996574640274,3.67169,-2.23754,-9.928149999999999,0.9979360012610589
5.9989918023347855,3.66397,-2.50376,-9.928149999999999,0.9979064451931982
6.098991259932518,3.6511,-2.50947,-9.928149999999999,0.9978719631140273
6.199000775814056,3.64467,-2.51601,-9.928149999999999,0.9978374810348565
6.300991773605347,3.64145,-2.52091,-9.928149999999999,0.9978029989556856
6.397993862628937,3.63952,-2.52254,-9.928149999999999,0.9977685168765148
6.498999148607254,3.63759,-2.52417,-9.928149999999999,0.9977340347973439
6.597992777824402,3.6363,-2.52581,-9.928149999999999,0.997699552718173
6.700999662280083,3.63502,-2.52662,-9.928149999999999,0.9976650706390022
6.797991693019867,3.63437,-2.52744,-9.928149999999999,0.9976305885598313
6.8979911506175995,3.63373,-2.52744,-9.928149999999999,0.9975961064806604
6.997990608215332,3.64145,-2.40821,-9.9160432,0.9975616244014897
7.096994295716286,3.64917,-2.3339,-9.9160432,0.9975271423223188
7.198995351791382,3.65367,-2.30123,-9.9160432,0.9974975862544581
7.296993210911751,3.6556,-2.29144,-9.9160432,0.9974631041752872
7.3959968984127045,3.65689,-2.28735,-9.9160432,0.9974335481074265
7.499999552965164,3.65753,-2.28572,-9.9160432,0.9974039920395658
7.598993182182312,3.65818,-2.2849,-9.9160432,0.9973695099603949
7.696991041302681,3.65818,-2.2849,-9.9160432,0.9973399538925342
7.795994728803635,3.65818,-2.2849,-9.9160432,0.9973103978246735
7.900993153452873,3.65818,-2.28409,-9.9160432,0.9972808417568126
7.999996840953827,3.65753,-2.29144,-9.9160432,0.9972463596776419
8.098990470170975,3.65689,-2.29715,-9.9160432,0.997216803609781
8.197994157671928,3.65689,-2.29878,-9.9160432,0.9971823215306103
8.299995213747025,3.65689,-2.29878,-9.9160432,0.9971527654627496
8.397993072867393,3.65625,-2.2996,-9.9160432,0.9971182833835787
8.495990931987762,3.65625,-2.2996,-9.9160432,0.997088727315718
8.599993586540222,3.65625,-2.2996,-9.9160432,0.9970591712478571
8.699993044137955,3.6556,-2.30042,-9.9160432,0.9970246891686864
8.800998330116272,3.6556,-2.2996,-9.9160432,0.9969951331008255
8.900997787714005,3.6556,-2.30042,-9.928149999999999,0.9969606510216548
8.999991416931152,3.66332,-2.18364,-9.928149999999999,0.9969310949537941
9.096993505954742,3.67233,-2.09626,-9.928149999999999,0.9969015388859332
9.19799879193306,3.67748,-2.06278,-9.9160432,0.9968719828180725
