Time,Voltage,Current,Temperature,SOC
0.0,4.18141,0.0,16.570168000000002,1.0
59.99799482524395,4.18077,0.0,13.535733,1.0
119.99800130724907,4.18077,0.0,10.929821333333333,1.0
179.99399453401566,4.17948,0.0,7.920361,1.0
239.99999575316906,4.17884,0.0,4.5355985,1.0
299.99699480831623,4.17819,0.0,1.1508259,1.0
359.99599546194077,4.17819,0.0,-2.047876,1.0
419.99899931252,4.17755,0.0,-5.2314568,1.0
479.9970041960478,4.17691,0.0,-7.7129512,1.0
539.9959947913885,4.17626,0.0,-9.2865868,1.0
599.994995445013,4.17562,0.0,-10.8723292,1.0
659.9979992955923,4.17562,0.0,-12.2280748,1.0
719.9990015476942,4.17562,0.0,-13.3008334,1.0
779.9949947744608,4.17497,0.0,-14.1582556,1.0
839.9990044534206,4.17497,0.0,-14.9928196,1.0
899.9969992786646,4.17433,0.0,-15.655901199999999,1.0
959.9969957023859,4.17433,0.0,-16.273246,1.0
1019.9979979544878,4.17433,0.0,-16.8677326,1.0
1079.9990002065897,4.17369,0.0,-17.1535366,1.0
1139.998996630311,4.17369,0.0,-17.5422382,1.0
1199.9979972839355,4.17369,0.0,-17.9766766,1.0
1259.9949963390827,4.17369,0.0,-18.205319799999998,1.0
1319.9939969927073,4.17369,0.0,-18.422539,1.0
1379.9940034747124,4.17369,0.0,-18.639748,1.0
1439.996001496911,4.17369,0.0,-18.845533,1.0
1499.993996322155,4.17369,0.0,-18.8569672,1.0
1559.9999975413084,4.17304,0.0,-19.062742,1.0
1619.9969965964556,4.17304,0.0,-19.074176200000004,1.0
1679.9950014799833,4.17304,0.0,-19.268527,1.0
1739.9940021336079,4.17304,0.0,-19.268527,1.0
1799.9950043857098,4.17304,0.0,-19.4971804,1.0
1859.995000809431,4.17304,0.0,-19.485746199999998,1.0
1919.999996200204,4.17304,0.0,-19.4971804,1.0
1979.9950037151575,4.17304,0.0,-19.485746199999998,1.0
2039.997997507453,4.17304,0.0,-19.6915312,1.0
2099.9940007925034,4.17304,0.0,-19.6915312,1.0
2159.996994584799,4.17304,0.0,-19.6915312,1.0
2219.99400369823,4.17304,0.0,-19.6915312,1.0
2279.9969974905252,4.17304,0.0,-19.6915312,1.0
2339.997999742627,4.17304,0.0,-19.9087402,1.0
2399.9979961663485,4.17304,0.0,-19.9087402,1.0
2459.996996819973,4.17304,0.0,-19.9087402,1.0
2519.99399587512,4.17304,0.0,-19.9087402,1.0
2579.999001324177,4.17304,0.0,-19.6915312,1.0
2640.0000035762787,4.17304,0.0,-19.897306,1.0
2699.997002631426,4.17304,0.0,-19.9087402,1.0
2759.997994825244,4.17304,0.0,-20.125959400000003,1.0
2820.002004504204,4.17304,0.0,-20.1145252,1.0
2879.9970019608736,4.17304,0.0,-20.1145252,1.0
2939.996998384595,4.17304,0.0,-20.125959400000003,1.0
2999.9950032681227,4.17304,0.0,-20.125959400000003,1.0
3059.9999986588955,4.17304,0.0,-20.1145252,1.0
3119.9969977140427,4.17304,0.0,-19.9087402,1.0
3179.9979999661446,4.17304,0.0,-20.125959400000003,1.0
3239.9990022182465,4.17304,0.0,-20.125959400000003,1.0
3299.9939996749163,4.1724,0.0,-20.1145252,1.0
3359.998995065689,4.1724,0.0,-20.1145252,1.0
